"text,""favorited"",""favoriteCount"",""replyToSN"",""created"",""truncated"",""replyToSID"",""id"",""replyToUID"",""statusSource"",""screenName"",""retweetCount"",""isRetweet"",""retweeted"",""longitude"",""latitude"""
"RT @coworking_soria: El mundo rural mola, y es lo que tenemos que transmitir a Millenials y talentos jóvenes, para eso está #elhueco @ongci…,FALSE,0,,2017-11-10 10:37:06,FALSE,,""928934532967026688"",,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""CODINSE"",4,TRUE,FALSE,,"
"Sin parpadear ante el teatro medieval de #presura, humor y realidad para entender la necesidad de repoblación https://t.co/qVSmTbMvHX,FALSE,0,,2017-11-10 10:36:51,FALSE,,""928934469721055232"",,""<a href=""""http://twitter.com/#!/download/ipad"""" rel=""""nofollow"""">Twitter for iPad</a>"",""coworking_soria"",0,FALSE,FALSE,,"
"RT @coworking_soria: Solo conseguiremos cumplir nuestros objetivos si nosotros mismos nos los creemos, @ayto_soria #presura https://t.co/lW…,FALSE,0,,2017-11-10 10:36:16,FALSE,,""928934324946300929"",,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""Ayto_Soria"",2,TRUE,FALSE,,"
"Qué grande es Armando García, de @virreypalafox Coworking es que trabajas para el rey... work king! #Presura año 1… https://t.co/k64ww8fewX,FALSE,0,,2017-11-10 10:35:41,TRUE,,""928934179563278342"",,""<a href=""""http://twitter.com/#!/download/ipad"""" rel=""""nofollow"""">Twitter for iPad</a>"",""antxon"",0,FALSE,FALSE,,"
"Inauguración de la feria #presura @coworking_soria #despoblacion https://t.co/82JfBLWW47,FALSE,1,,2017-11-10 10:32:36,FALSE,,""928933402740514816"",,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""sierralademanda"",0,FALSE,FALSE,,"
"RT @redrunacional: ¡Arranca #Presura la 1ª Feria para la repoblación de la España vacía!
Estaremos atentos a todo lo que acontece en esta i…,FALSE,0,,2017-11-10 10:32:12,FALSE,,""928933300613378048"",,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""CarolGAnsotegui"",3,TRUE,FALSE,,"
"Puedes verlo en directo desde Facebook de @coworking_soria https://t.co/fxQ325JVTD #Presura https://t.co/sqM12dUUUJ,FALSE,0,,2017-11-10 10:32:08,FALSE,,""928933284595294208"",,""<a href=""""http://twitter.com/#!/download/ipad"""" rel=""""nofollow"""">Twitter for iPad</a>"",""coworking_soria"",0,FALSE,FALSE,,"
"RT @coworking_soria: Estamos ante una tierra de oportunidades, #presura https://t.co/sSDUUH5mxO,FALSE,0,,2017-11-10 10:32:02,FALSE,,""928933258066321408"",,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""sspa_network"",1,TRUE,FALSE,,"
"Representación teatral en #Presura @coworking_soria https://t.co/E9T6gLreGa,FALSE,1,,2017-11-10 10:31:04,FALSE,,""928933015169970176"",,""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Lite</a>"",""fundacionO2"",0,FALSE,FALSE,,"
"Estamos ante una tierra de oportunidades, #presura https://t.co/sSDUUH5mxO,FALSE,1,,2017-11-10 10:30:00,FALSE,,""928932748458446848"",,""<a href=""""http://twitter.com/#!/download/ipad"""" rel=""""nofollow"""">Twitter for iPad</a>"",""coworking_soria"",1,FALSE,FALSE,,"
"Viajamos al pasado para entender los orígenes de #presura https://t.co/InPuLNhwQF,FALSE,2,,2017-11-10 10:29:55,FALSE,,""928932727583322112"",,""<a href=""""http://twitter.com/#!/download/ipad"""" rel=""""nofollow"""">Twitter for iPad</a>"",""coworking_soria"",0,FALSE,FALSE,,"
"@coworking_soria #Presura  Charla  el director de la Cátedra sobre Despoblación de la @unizar https://t.co/nJT4dCG1yo,FALSE,0,""sorianoticias"",2017-11-10 10:28:59,FALSE,""928930630213218304"",""928932492689772545"",""436581338"",""<a href=""""http://twitter.com"""" r"
"#Presura vuelve al año 1000 https://t.co/EtDmySZkTQ,FALSE,1,,2017-11-10 10:28:14,FALSE,,""928932303270809601"",,""<a href=""""http://twitter.com/#!/download/ipad"""" rel=""""nofollow"""">Twitter for iPad</a>"",""antxon"",0,FALSE,FALSE,,"
"RT @coworking_soria: Todo preparado para dar comienzo a #Presura, la Primera Feria Nacional para la repoblación de la España vacía ¡Visítan…,FALSE,0,,2017-11-10 10:27:11,FALSE,,""928932039591645184"",,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""Hispasat"",10,TRUE,FALSE,,"
"RT @fundacionO2: #Presura #Soria El Hueco @coworking_soria https://t.co/khN7YZhuh7,FALSE,0,,2017-11-10 10:26:39,FALSE,,""928931903725555713"",,""<a href=""""http://twitter.com/download/android"""" rel=""""nofollow"""">Twitter for Android</a>"",""sierralademanda"",1,TRUE,FALSE,,"
"RT @coworking_soria: El mundo rural mola, y es lo que tenemos que transmitir a Millenials y talentos jóvenes, para eso está #elhueco @ongci…,FALSE,0,,2017-11-10 10:25:53,FALSE,,""928931713786548229"",,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""tcabcas"",4,TRUE,FALSE,,"
"#Presura #Soria El Hueco @coworking_soria https://t.co/khN7YZhuh7,FALSE,0,,2017-11-10 10:25:40,FALSE,,""928931655741509635"",,""<a href=""""https://mobile.twitter.com"""" rel=""""nofollow"""">Twitter Lite</a>"",""fundacionO2"",1,FALSE,FALSE,,"
"RT @coworking_soria: El mundo rural mola, y es lo que tenemos que transmitir a Millenials y talentos jóvenes, para eso está #elhueco @ongci…,FALSE,0,,2017-11-10 10:22:57,FALSE,,""928930974045523968"",,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""sspa_network"",4,TRUE,FALSE,,"
"RT @ajesoria: Presentes en #Presura 1 Feria para la despoblación de la España vacía. Enhorabuena al hueco.@coworking_soria https://t.co/mUc…,FALSE,0,,2017-11-10 10:22:47,FALSE,,""928930933201399809"",,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""sspa_network"",1,TRUE,FALSE,,"
"RT @coworking_soria: Solo conseguiremos cumplir nuestros objetivos si nosotros mismos nos los creemos, @ayto_soria #presura https://t.co/lW…,FALSE,0,,2017-11-10 10:22:43,FALSE,,""928930915950227457"",,""<a href=""""http://twitter.com/download/iphone"""" rel=""""nofollow"""">Twitter for iPhone</a>"",""sspa_network"",2,TRUE,FALSE,,"
